Number of Television,Number of Car,Number of Stove with Oven/Gas Range,House Floor Area,House Age,Number of bedrooms,Electricity,Total Number of Family members,Total number of family members employed,Household Head Sex,Household Head Age,Agricultural Household indicator,Total Household Income,Total Food Expenditure,Medical Care Expenditure,Education Expenditure,Housing and water Expenditure,Miscellaneous Goods and Services Expenditure
1,0,0,15,4,0,1,5,2,Male,43,2,22.1167,13.8295,0.344,2.42,3.1002,0.9654
2,0,0,24,50,1,1,5,1,Male,38,2,28.2383,9.048,0.2256,0.218,3.9126,1.3554
0,0,0,18,33,0,1,2,2,Female,62,2,21.1426,6.518,0.6622,0,3.096,1.0446
0,0,0,35,15,1,1,4,1,Male,39,2,13.9128,8.2847,0.3558,0.077,3.7428,1.146
1,0,1,80,30,1,1,4,1,Male,56,2,41.2908,7.8415,0.4548,2.02,6.366,1.6788
1,0,0,30,67,0,1,4,1,Male,52,2,24.7223,8.2022,1.4558,3.542,6.2688,0.6192
1,0,0,20,2,2,1,3,1,Male,58,2,21.8299,9.0042,0.0262,0,4.2666,1.6152
1,0,0,50,25,1,1,3,2,Male,38,2,20.0464,11.5198,0.313,0.333,2.598,1.3968
1,0,0,26,1,3,1,3,2,Male,70,2,31.179,8.3474,0.01,0,8.4096,0.3318
1,0,0,25,55,0,1,2,1,Male,57,2,18.9924,7.4756,0.1688,0.0195,4.4262,0.795
1,0,0,13,55,1,1,5,2,Male,36,2,27.6271,12.3356,0.0875,1.145,5.1126,1.809
2,0,0,35,50,2,1,4,1,Female,82,2,48.9756,8.678,21.6,0.06,6.714,3.0648
1,0,0,10,23,0,1,5,1,Male,23,2,17.3705,8.3454,0.3999,0.035,4.1676,0.3852
1,0,1,10,20,0,1,2,2,Female,73,2,24.355,7.3741,0.5518,0,7.6194,1.182
2,0,0,30,30,2,1,7,2,Male,72,2,27.3093,14.1067,0.258,0.106,7.974,0.8688
2,0,1,23,30,1,1,4,2,Male,57,2,30.016,11.6876,0.2892,0,9.777,2.7084
1,0,0,30,9,1,1,3,2,Male,36,2,24.6349,12.5001,2.4288,0.032,4.4202,1.83
1,1,0,300,55,2,1,3,2,Male,64,2,66.3,12.4356,0.6,1.4,27.4566,3.525
1,0,0,160,55,4,1,2,1,Male,63,2,32.852,3.9646,0.6478,0,16.308,0.7008
1,0,0,50,15,1,1,3,2,Male,30,2,50.22,11.7025,2.0773,0,17.256,4.5276
1,0,0,100,63,3,1,2,1,Male,61,2,55.1678,7.8319,2.4928,0,26.832,2.601
1,1,1,100,63,3,1,8,4,Female,90,2,288.7946,26.2768,5.7562,4.35,50.892,14.1126
1,0,0,160,85,2,1,2,1,Male,74,2,38.7967,5.2443,1.6728,0,22.9638,0.5382
1,0,0,200,15,3,1,3,1,Male,45,2,53.5,9.0099,0.5797,0.13,37.779,1.7448
1,0,0,44,30,2,1,2,2,Female,22,2,33.8025,7.4679,0,1.8,3.408,2.8686
1,0,0,44,30,2,1,2,1,Male,24,2,17.818,7.2849,0.0033,1.15,3.498,1.5642
0,0,0,44,30,2,1,2,1,Female,24,2,21.2,5.5725,0,0.895,3.498,2.0292
1,0,0,200,65,4,1,2,2,Female,76,2,28.8007,5.5661,0.5223,0,16.011,0.9798
1,0,0,180,61,2,1,5,2,Male,44,2,41.45,12.9936,0.0147,1.172,14.1342,3.8862
0,0,0,200,58,4,1,1,0,Female,83,2,15.7534,1.7323,1.8895,0,12.459,0.1878
1,0,0,100,43,0,1,3,0,Female,82,2,39.5435,4.7697,1.3236,0,25.0398,0.654
1,2,1,300,55,4,1,5,2,Male,65,2,98.7839,19.2786,1.642,4.2,23.586,3.309
1,0,0,160,40,2,1,2,1,Male,45,2,39.5048,4.2844,0.12,0,11.328,2.1642
1,0,0,44,15,2,1,2,2,Male,68,2,17.3607,3.4267,0.3877,0,5.3952,0.6876
1,0,0,40,15,2,1,8,1,Female,44,2,21.3614,8.943,0.0136,0.12,5.1354,0.8646
0,0,0,72,24,1,1,3,1,Female,49,2,14.8738,5.1838,0.0085,0.057,3.0528,0.1908
1,0,0,36,21,3,1,6,3,Male,60,2,104.1298,22.4051,0.3,5.99,13.77,5.1492
3,0,0,36,36,1,1,7,1,Female,40,2,75.665,10.3309,0.7326,28.1765,19.1358,0.933
1,0,1,36,24,2,1,4,1,Male,54,2,27.6185,11.1941,0.023,0,13.227,1.617
1,0,0,36,24,3,1,3,1,Female,69,2,24.2404,4.7461,0.133,0,6.624,0.4104
0,0,0,36,24,3,1,2,2,Male,44,2,36.9912,8.434,0.0154,0,5.004,2.3124
0,0,0,36,15,3,1,2,1,Male,41,2,17.83,7.4755,0.092,0,3.942,0.4998
1,0,0,36,0,1,1,1,0,Male,48,2,21.32,5.5075,0.05,0,10.0338,0.2016
1,0,0,36,24,2,1,4,3,Male,55,2,32.0656,7.9683,0.4006,0,7.0062,0.6792
1,0,0,36,24,2,1,4,2,Male,33,2,85.6,11.7478,9.5713,2.01,12.564,3.1122
1,0,0,25,24,3,1,3,2,Male,61,2,20.3619,5.9076,0.2484,0,4.7802,0.2076
1,0,0,25,24,3,1,3,1,Male,26,2,14.82,5.7768,0.1635,0,4.7922,0.5862
0,0,0,25,24,2,1,3,1,Male,34,2,10.135,5.2686,0.0395,0,2.1582,0.471
1,0,0,25,15,0,1,6,2,Female,63,2,23.4085,8.1264,0.285,0.01,3.9312,1.5288
1,0,0,20,25,1,1,10,3,Male,42,2,26.5486,10.7528,0.0422,0.01,3.4362,1.3968
1,0,0,40,19,1,1,3,0,Female,47,2,46.99,11.9384,0.17,9.36,5.526,1.5378
1,0,0,48,19,1,1,2,0,Male,70,2,21.7891,4.3146,0.8874,0,4.296,1.749
1,0,0,62,23,2,1,8,1,Male,45,2,27.0186,10.8351,0.1196,1.2322,5.064,0.7092
1,0,0,62,23,2,1,5,0,Female,22,2,20.3665,6.3381,0.0255,0.86,5.04,0.7452
1,0,0,28,16,1,1,2,2,Female,48,2,27.9472,10.5087,0.1484,0,4.59,0.7626
2,0,0,75,29,3,1,6,0,Male,50,2,98.4515,17.6645,0.3127,2.576,7.356,1.425
1,0,0,32,42,3,1,5,2,Female,60,2,13.9605,5.6439,0.0266,0.03,3.1122,0.5484
1,0,0,35,42,3,1,6,1,Male,28,2,12.4152,5.8873,0.0397,0,3.1062,0.3924
1,0,0,32,42,3,1,2,1,Female,20,2,16.2908,4.5301,0.0677,0,2.8302,0.4392
2,0,0,60,25,2,1,4,2,Female,53,2,45.6232,14.4501,0.2281,1,7.992,4.1532
1,0,0,32,12,2,1,4,1,Male,49,2,42.1062,11.4598,0.0285,0.243,4.794,0.8436
1,0,0,30,45,0,1,1,0,Male,57,2,12.933,3.9851,0.24,0,3.3402,0.3198
2,0,0,40,29,3,1,8,4,Female,48,2,91.1065,20.421,0.776,8.18,18.105,4.0278
2,2,0,350,36,3,1,3,2,Female,73,2,127.5882,10.5388,3.6976,0,23.148,10.4508
1,0,0,16,30,1,1,5,2,Male,46,2,22.154,7.5638,0.058,0.02,3.2832,1.1286
1,0,0,96,30,1,1,9,1,Male,34,2,16.36,8.7511,0.0342,0.042,5.04,0.888
1,0,0,48,30,2,1,6,4,Female,60,2,61.971,13.8178,0.1665,0,15.252,1.9806
1,0,0,96,30,0,1,5,1,Male,30,2,16.2868,8.1759,0.0957,0.028,4.9062,1.0272
2,0,0,32,45,1,1,7,1,Male,37,2,29.9752,9.7839,0.06,0.158,7.752,1.4082
1,0,0,36,45,1,1,8,4,Male,46,2,27.096,11.6759,0.1467,0,4.686,1.6122
1,0,0,16,25,2,1,4,2,Male,59,2,79.59,13.0919,2.04,0,11.823,6.2556
1,0,0,50,35,0,1,10,4,Male,54,2,37.664,14.8811,0,0.075,6.471,1.8894
1,0,0,32,23,1,1,7,3,Male,49,2,32.886,12.2231,0.132,0.152,10.23,2.3748
1,0,0,28,35,0,1,6,1,Male,44,2,19.374,9.9683,0.0794,0.438,5.0478,1.2702
1,0,0,50,45,1,1,6,3,Male,48,2,26.7,10.7986,0.144,2.587,8.658,1.575
1,0,0,20,35,1,1,3,1,Male,49,2,17.36,6.384,0.6,0.043,3.675,1.044
1,0,0,20,17,0,1,5,2,Male,56,2,20.5393,9.3114,0.0622,0.207,2.7462,1.5366
3,0,1,20,30,2,1,3,1,Male,52,2,32.653,7.6606,0.116,0.8515,4.9038,2.049
2,0,1,80,28,2,1,6,1,Male,40,2,55.736,15.4509,0.8676,5.18,10.461,4.0242
1,0,0,30,55,1,1,1,0,Female,69,2,11.1097,1.4521,3.18,0,6.48,0.5922
1,0,1,100,35,3,1,5,1,Male,47,2,45.95,11.9045,0,2.3,11.52,1.5732
1,0,0,180,35,3,1,2,2,Female,41,2,17.2505,5.3087,0.0016,0,9.9852,0.594
2,1,1,185,29,2,1,5,1,Male,42,2,42.5,14.4432,0,3.676,11.298,2.0868
2,0,1,60,20,3,1,3,0,Female,54,2,34.615,10.0594,0.7546,5.58,8.796,5.1954
2,1,0,120,40,3,1,6,3,Male,60,2,106.0955,23.7491,4.1,4.1,14.274,5.8518
1,0,0,36,15,3,1,4,0,Male,54,2,18.518,5.3718,0.5592,0,9.258,0.969
0,0,0,20,40,1,1,1,0,Female,87,2,5.2164,3.3648,0.1794,0,2.37,0.2838
1,0,0,20,50,1,1,3,1,Male,56,2,24.8508,7.5396,0,0,2.748,0.5364
1,0,0,45,10,2,1,2,2,Male,35,2,40.2008,8.7578,0.024,0,12.66,2.775
1,1,0,50,15,3,1,6,3,Male,58,2,76.6311,18.3738,0.631,0,29.3514,4.0668
1,0,0,100,20,3,1,9,3,Female,46,2,42.35,17.0452,0.1193,0.086,11.97,3.1218
1,0,0,60,15,3,1,7,1,Male,45,2,15.8766,9.7179,0.1422,0,3.4902,0.3702
1,0,0,35,15,1,1,3,1,Male,26,2,12.9225,6.0162,0.0228,0,4.44,0.1932
1,0,0,50,15,3,1,7,3,Male,51,2,38.6304,15.552,0.5909,0,4.1502,0.807
1,0,0,41,20,4,1,7,2,Male,43,2,17.4974,8.7367,0.2479,0.043,4.317,0.5424
0,0,0,41,15,4,1,4,1,Female,47,2,11.3287,5.0227,0.0075,0.024,3.414,0.4146
1,0,0,40,15,4,1,2,2,Male,33,2,22.0259,6.8296,0.0231,0,3.276,1.0986
0,0,0,60,15,3,0,8,3,Male,52,2,50.642,12.552,0.034,0.0295,7.296,1.8504
0,0,0,45,25,3,0,5,1,Male,53,2,18.39,8.018,0,0,3.4002,0.234
0,0,0,60,15,3,0,1,0,Female,51,2,11.976,2.7825,0,0,7.1712,0.1332
1,0,0,30,10,3,1,4,2,Male,51,2,11.852,5.7103,0.5109,0,3.546,0.4056
1,0,0,30,10,3,1,3,1,Male,27,2,13.892,5.1126,0.048,0.136,2.988,0.2478
1,0,0,47,40,2,1,4,1,Male,37,2,16.206,6.6607,0.027,0.17,7.305,0.4908
1,1,0,60,20,2,1,3,1,Male,60,2,81.1246,17.5666,0.6075,4.6,16.392,2.1816
1,0,0,80,30,2,1,2,1,Male,70,2,36.654,6.5074,0.4866,0,14.763,0.9864
2,1,0,120,30,3,1,3,3,Female,57,2,142.61,21.5064,3.9935,0,25.974,5.8122
1,0,0,60,30,2,1,2,1,Female,61,2,16.4192,6.6465,0.2036,0.045,7.4478,0.4752
1,0,1,45,20,3,1,7,4,Male,58,2,64.3814,14.7796,2.9572,2.9,8.7636,4.1592
1,0,0,25,15,1,1,3,3,Female,32,2,29.32,9.5423,0,1.1,3.504,1.7658
1,0,0,22,45,1,1,5,3,Male,45,2,24.4643,8.7179,0.111,0.85,4.554,1.4364
2,1,1,40,20,2,1,6,0,Male,32,2,44.7216,13.5951,0.5126,0.106,23.694,1.0254
2,0,0,105,15,5,1,3,2,Female,54,2,62.8,11.8539,0.4136,0,14.064,2.4798
1,1,0,136,12,3,1,3,3,Male,57,2,123.4,22.0618,7.3188,0,15.87,5.6718
1,0,0,40,15,2,1,4,0,Male,47,2,26.4407,9.7799,0.2168,0,9.444,0.939
2,1,0,70,15,3,1,5,2,Male,60,2,99.4622,14.4291,5.5,0,12.378,4.5426
1,1,0,240,25,2,1,5,2,Female,32,2,155.993,27.3116,0.669,9.1,31.212,12.5364
1,0,1,60,35,2,1,4,1,Male,49,2,50.2,16.3972,0.5504,3.22,15.573,3.5028
1,0,0,180,15,2,1,4,1,Male,61,2,40.41,10.7401,1.0289,0.08,13.905,2.4174
2,1,1,140,25,4,1,6,3,Male,65,2,116.538,15.8236,2.061,0,23.064,3.5406
1,0,0,80,15,2,1,1,0,Male,68,2,41.5778,4.1719,2.5248,0,11.9916,0.7302
1,0,1,60,75,3,1,2,1,Male,65,2,35.684,10.5628,0.3025,0,6.282,1.0074
1,0,0,20,15,1,1,2,2,Male,37,2,23.5759,6.0922,0.0885,0,2.655,0.768
0,0,1,60,45,3,1,3,1,Male,68,2,36.1936,8.7849,0.632,0,8.6394,1.4934
3,2,0,150,5,2,1,6,2,Male,47,2,79.7229,16.1176,0.8436,10.8,22.476,3.525
1,0,0,36,75,4,1,8,3,Female,48,2,42.7759,13.1381,0.26,0.06,4.632,2.9796
1,0,0,36,75,4,1,1,1,Male,23,2,15.4096,4.328,0.229,0,3.501,2.4918
1,0,0,36,75,4,1,2,2,Male,37,2,23.9028,6.8972,0.2002,0,5.022,0.7602
1,0,0,432,11,2,1,5,2,Male,41,2,41.3694,9.9044,1.5275,1.7,6.9198,3.2124
1,0,0,25,25,1,1,5,1,Male,52,2,26.4988,9.3999,1.0025,3.595,6.8412,0.8712
1,0,0,20,15,1,1,3,1,Male,31,2,26.6458,9.0752,0.0171,0.145,5.9532,1.0032
1,0,2,200,25,2,1,1,1,Male,50,2,39.8,8.1636,1.58,0,12.0222,1.7538
2,1,1,50,7,2,1,8,4,Male,53,2,109.7715,32.0863,0.478,17.708,18.1494,9.1824
1,0,1,80,35,2,1,5,0,Female,49,2,42.4,17.9106,0.312,8.362,12.177,2.2248
1,0,1,50,2,3,1,6,0,Male,73,2,75.3782,18.3344,3.272,10.274,11.406,7.9536
1,0,1,66,15,2,1,5,2,Male,50,2,78.4413,18.0022,0.4344,0.1099,13.9374,3.237
1,0,1,30,22,4,1,4,1,Female,67,2,28.09,11.2266,0.2127,0,6.366,1.6164
1,0,0,30,22,4,1,1,1,Female,65,2,23.9512,3.3194,0,0,4.536,0.3378
0,0,0,30,22,4,1,5,2,Female,46,2,26.1512,10.1112,0.0376,0.5585,5.8818,1.2126
2,0,1,50,20,0,1,7,3,Male,63,2,85.6505,19.1009,0.1482,2,9.612,3.225
1,0,1,15,17,2,1,3,1,Male,25,2,14.5118,5.4739,0.008,0,5.7672,0.8328
1,0,0,110,48,1,1,2,0,Male,64,2,32.3042,4.4616,0.4996,0,8.976,0.6192
1,0,0,36,11,2,1,3,2,Female,50,2,59.724,5.7394,1.9067,0,8.034,1.0032
1,0,0,36,11,2,1,1,1,Male,45,2,18.54,5.9931,0.03,0,3.6,0.4512
1,0,0,45,5,3,1,7,3,Male,55,2,50.6564,10.6201,0.0672,0.1812,10.368,0.8148
1,0,0,25,40,1,1,2,0,Male,16,2,11.2663,7.4372,0,0.24,3.9618,0.276
1,0,0,26,15,1,1,6,0,Male,47,2,71.4164,11.9835,0,13.1508,7.422,0.6564
1,0,0,30,17,1,1,2,1,Male,75,2,13.641,3.8053,0.115,0,4.6236,0.1278
1,1,1,120,35,5,1,8,5,Male,82,2,194.9406,30.1575,2.1752,7,48.924,4.8828
1,1,0,32,30,2,1,3,0,Female,53,2,112.704,10.1105,0.1288,7.816,33.582,1.293
2,0,0,20,35,1,1,2,1,Male,45,2,27.7,6.0222,0.777,0,3.2034,0.303
1,0,1,30,33,2,1,7,0,Male,73,2,47.1404,11.6547,18.14,1.08,10.929,1.1022
1,0,0,20,13,0,1,6,5,Female,42,2,43.19,17.1484,0.2184,0,5.2968,1.3452
2,0,1,33,29,3,1,16,5,Male,71,2,63.6626,35.5447,0.5047,2.095,9.0312,3.7734
1,0,1,36,28,1,1,2,2,Male,57,2,46.7366,10.9075,0.3009,0.5,8.3178,1.9572
1,1,1,36,28,1,1,3,2,Male,34,2,161.3018,18.8724,4.5133,0,7.7328,7.2504
3,2,2,32,20,1,1,7,6,Male,64,2,209.35,27.1145,0.925,0,21.7188,7.2738
1,0,1,50,23,1,1,2,0,Female,50,2,35.6271,5.2419,0.6999,13.6055,13.7148,3.2754
3,1,1,300,38,3,1,6,3,Male,51,2,157.8311,25.6906,8.0528,3.5,89.3586,7.0206
2,0,1,120,25,3,1,6,2,Male,61,2,56.9154,15.6492,0.2183,2.51,24.348,3.504
1,0,0,20,14,0,1,9,1,Male,55,2,16.5282,10.4573,0.0038,0.6437,2.6802,0.7974
1,1,1,204,23,3,1,2,1,Female,56,2,59.57,13.6619,0.63,0,16.302,1.8438
1,0,1,40,26,2,1,5,3,Male,43,2,48.6852,15.325,0.064,0.2874,9.951,4.8678
2,1,1,200,58,3,1,3,1,Male,74,2,73.082,15.6585,10.21,0,10.734,8.6022
2,0,1,40,15,2,1,10,2,Female,63,2,38.478,15.5651,0.0648,1.033,9.792,1.8828
1,0,1,30,28,4,1,6,2,Male,42,2,31.795,13.7365,0.443,0.518,6.27,1.3524
1,0,0,96,43,3,1,8,3,Female,50,2,47.6468,14.7597,0.5226,0.101,12.2358,4.6104
1,0,0,18,7,1,1,2,1,Male,42,2,13.3995,4.7465,0.14,0,3.9846,1.521
1,0,0,24,33,3,1,4,1,Male,51,2,25.9286,10.9748,0.3419,0.065,7.299,1.4754
1,0,0,24,33,0,1,4,1,Male,33,2,25.8061,11.6944,0.1862,0.0975,4.7736,1.2714
1,0,0,180,28,1,1,2,1,Female,68,2,60.3794,9.9994,1.256,0,33.9288,0.426
1,1,0,180,28,1,1,4,2,Male,52,2,77.3,14.3974,0.3201,2.5,40.2648,3.2184
1,1,0,180,28,1,1,4,1,Male,49,2,89.22,11.7407,0.3465,2.1,38.565,2.742
2,2,0,150,15,4,1,2,2,Male,32,2,147.5211,12.2336,0.3156,0,34.3386,3.669
3,1,1,300,15,5,1,4,2,Male,54,2,109,15.1317,0.704,0,41.028,1.9746
3,1,1,200,27,4,1,3,1,Male,68,2,70.26,7.4079,0.489,0,37.5426,1.2768
2,1,1,150,30,4,1,4,2,Male,76,2,148.04,15.6786,7.59,7,33.5628,2.7516
2,1,0,100,26,4,1,3,2,Female,61,2,91.0516,13.154,4.2,0,32.0358,3.2874
3,2,0,150,15,4,1,5,2,Male,49,2,198,13.408,2.34,15.5,44.064,4.2282
3,2,1,150,30,4,1,5,2,Male,43,2,150,16.4121,0.2175,28,37.326,4.0686
3,1,0,140,12,5,1,8,2,Male,84,2,118.6,14.4328,4.2,8,42.87,2.9016
3,2,1,180,26,6,1,4,3,Female,58,2,219.205,16.0137,8.7,0,35.3466,3.1692
4,3,1,140,15,5,1,5,4,Male,55,2,125.794,26.5709,0.8136,2,45.5322,3.9942
3,2,1,160,15,5,1,5,3,Female,55,2,116.76,17.3492,0.315,13,49.218,3.4728
1,0,0,20,30,1,1,3,1,Male,32,2,9.7785,4.1373,0.1741,0,2.574,0.3396
1,0,0,20,12,2,1,3,1,Male,52,2,22.5984,8.2077,0.84,2.485,4.1376,1.3362
1,0,0,15,30,0,1,3,1,Male,50,2,23.8,9.2239,0.172,0.355,3.8346,1.689
1,0,0,30,16,1,1,7,1,Female,35,2,34.9829,16.9746,1.0729,0.362,6.126,1.7928
1,0,0,30,35,2,1,6,3,Female,53,2,48.9028,21.0271,1.3271,0.98,10.428,3.5046
1,0,0,20,20,1,1,4,2,Female,42,2,38.7384,14.6635,0.1296,1.368,5.37,2.5338
1,0,0,20,30,2,1,4,4,Female,32,2,90.0654,18.0213,0.423,0,18.8676,4.9194
1,0,0,20,20,3,1,4,3,Male,50,2,41.1571,14.0453,0.525,3.1,5.394,2.5002
1,0,1,20,30,0,1,4,1,Male,52,2,15.7616,8.8989,0.2715,0.1,4.0878,1.5222
0,0,1,20,30,0,1,6,1,Male,33,2,14.1858,8.5557,0.1986,0.195,3.8892,1.0104
1,0,0,20,30,0,1,3,1,Male,33,2,21.5032,6.9142,9.5355,0,3.5472,2.5668
2,0,1,80,35,3,1,5,1,Female,79,2,30.324,8.362,1.008,0.08,7.6932,1.3668
1,0,1,60,40,2,1,3,1,Male,63,2,21.8274,6.3744,0.27,0,6.081,0.729
1,2,1,120,32,2,1,4,3,Male,50,2,43.458,12.1851,1.2,0,9.8448,1.041
1,0,1,34,25,2,1,7,2,Female,70,2,50.473,15.9408,1.5128,1.78,8.0748,3.2778
2,1,1,200,29,3,1,5,1,Male,37,2,36.0398,12.9484,0.113,2.57,10.77,1.3158
1,0,1,35,5,1,1,1,1,Female,38,2,9.846,3.5796,0,0,5.5968,0.3258
2,1,1,215,11,5,1,7,4,Male,59,2,128.407,40.1445,24.9,4,14.8026,8.2584
1,0,0,40,11,2,1,5,3,Male,54,2,77.7978,16.0087,0.7662,0.0235,6.846,2.3556
1,0,1,80,11,2,1,3,1,Male,29,2,16.704,7.7611,0.5106,0,4.326,1.8972
1,0,1,100,30,2,1,3,1,Female,24,2,34.8093,8.2894,0.005,0,20.502,1.7046
1,0,0,23,25,2,1,7,3,Male,60,2,54.11,21.1525,2.426,7.75,9.4272,2.55
1,0,1,50,35,0,1,5,2,Male,31,2,25.7488,15.5882,1.912,0.132,4.3308,1.2468
1,0,1,100,45,2,1,6,2,Male,67,2,37.527,18.6712,2.2928,5.248,4.7628,2.694
1,0,0,70,30,0,1,10,2,Male,53,2,46.0506,19.1773,0.4965,0.996,6.3198,2.1888
1,0,1,50,35,0,1,5,1,Male,45,2,24.5272,12.2648,0.7292,0.36,3.5766,1.0722
1,0,0,25,30,1,1,3,0,Female,59,2,15.9057,7.875,1.2353,0.0425,4.4688,0.4956
1,0,1,35,35,0,1,10,5,Male,53,2,19.82,13.1357,0.0978,0.108,3.312,1.245
1,0,0,25,35,3,1,4,2,Male,64,2,17.0269,4.3959,0.0489,0.002,6.4242,0.2784
1,0,0,30,45,4,1,6,1,Male,28,2,14.3293,11.6073,0.7864,0.0495,3.0792,0.72
1,0,0,30,35,3,1,4,1,Male,29,2,11.1343,7.8697,0.9998,0.0185,2.5992,0.5946
1,0,1,60,35,1,1,5,1,Male,39,2,25.495,9.0618,0.24,0.127,7.2102,2.0268
1,0,0,80,30,0,1,10,2,Male,52,2,19.0384,13.5286,0.1455,0.1655,6.228,0.6828
1,0,1,40,35,1,1,4,1,Male,36,2,18.12,9.2374,0.0976,0.0719,4.6758,0.9462
1,0,1,60,35,1,1,7,0,Male,55,2,48.1358,14.98,2.6861,0.36,17.967,1.2294
1,0,0,15,45,0,1,1,1,Male,44,2,15.4092,5.9618,0.66,0,2.2098,0.7782
1,0,0,70,30,1,1,6,3,Male,32,2,33.6887,9.7324,0.1116,0.08,6.063,1.8582
1,0,0,160,45,4,1,3,1,Male,78,2,11.8915,5.3991,0.1715,0,4.1478,0.3684
0,0,0,100,70,4,1,4,1,Male,49,2,19.2635,7.0934,0.1555,1.714,5.622,0.51
1,0,0,100,45,4,1,4,2,Male,42,2,9.0766,4.5788,0.0056,0.007,4.5528,0.4476
1,0,0,18,35,1,1,2,2,Female,61,2,17.0414,4.8896,0.0784,0,4.4604,0.4542
1,0,1,30,75,0,1,2,0,Female,54,2,9.7731,3.8104,0.0044,0.032,2.886,0.4362
1,0,0,30,4,1,1,4,2,Male,33,2,46.636,11.3309,1.7256,0,10.7838,4.6086
1,0,0,20,4,0,1,4,2,Male,36,2,26.626,9.5083,0.5506,0.048,4.3194,1.2672
1,0,0,25,1,0,1,2,2,Female,28,2,29.57,9.2194,0.5216,0,5.2872,2.4942
2,0,0,15,1,1,1,1,1,Male,36,2,21.0436,12.4062,0.2164,0,3.867,0.6036
1,0,0,25,4,1,1,4,2,Male,72,2,31.5836,11.501,1.1248,3.28,7.884,2.0094
1,0,0,15,45,0,1,4,1,Male,55,2,29.0904,11.8263,2.0878,0,3.7314,2.2002
2,0,0,25,50,2,1,4,2,Male,74,2,71.3532,13.0518,1.7407,0,3.357,2.616
1,0,0,10,15,0,1,1,1,Male,36,2,22.25,7.5824,0.141,0.118,5.394,0.726
1,0,0,40,42,2,1,6,1,Male,32,2,14.5529,7.3463,0.8964,0.0818,6.2514,0.5202
1,0,0,20,15,1,1,5,4,Male,59,2,51.7263,13.1,0.1904,0,9.348,2.1588
1,0,0,25,6,1,1,5,1,Male,37,2,24.9645,13.7708,0.2274,0.1458,6.216,1.836
1,0,0,15,5,0,1,8,2,Male,55,2,23.5476,11.1452,0.6729,0,2.7498,0.3846
2,0,0,40,45,4,1,5,0,Male,39,2,56.1255,12.6011,29.7082,4.07,5.34,1.4106
1,0,1,50,28,1,1,3,1,Female,68,2,37.5108,14.384,0.027,0.22,6.9996,1.5792
1,1,1,28,6,2,1,4,1,Male,60,2,48.6518,13.6332,0.716,14.3,18.3018,2.4966
1,0,0,10,30,0,1,3,1,Male,25,2,22.6636,8.8067,0.199,0.97,3.633,1.5642
1,0,0,40,60,1,1,6,2,Male,38,2,69.1,20.4076,0.1592,3.2505,10.5864,3.219
1,0,0,30,35,2,1,4,4,Female,46,2,63.4829,12.6596,0.2312,0,8.586,2.1156
1,1,0,60,55,2,1,4,2,Male,45,2,44.6702,14.695,0.3213,0.16,10.512,1.5828
2,1,1,70,43,3,1,2,2,Male,40,2,85.405,16.8065,11.625,0,16.002,6.9018
3,1,0,107,6,2,1,1,0,Female,58,2,95.17,5.4268,5.252,0,13.3122,1.1184
2,1,0,32,45,2,1,4,3,Female,58,2,64.6945,13.9828,1.48,2.55,15.0168,4.8006
1,0,0,25,27,1,1,4,2,Female,50,2,16.88,5.228,0.0366,0.1568,4.719,0.324
0,0,0,10,35,0,1,3,2,Female,80,2,9.057,4.0823,0.076,0.067,1.4802,0.4662
1,0,0,24,25,2,1,5,3,Male,34,2,24.1726,4.2554,0.0135,0.02,1.7454,0.6228
1,0,0,20,25,1,1,4,3,Male,61,2,20.1466,5.08,0.217,0,2.5824,0.951
1,0,1,64,25,2,1,6,3,Male,48,2,66.78,18.8448,0.392,3.7,9.372,4.392
1,0,0,100,43,2,1,7,1,Female,75,2,31.6888,5.6225,0.5352,0.4825,9.396,1.2018
1,0,1,180,35,2,1,3,0,Male,42,2,39.13,10.2962,0.942,3.01,13.014,1.1988
1,0,1,120,25,2,1,5,0,Female,42,2,75.2922,10.5657,0.164,7.42,26.418,1.8894
2,1,0,100,27,4,1,7,1,Male,63,2,82.6804,12.8184,0.478,6.1,13.8618,2.6142
1,0,0,59,25,1,1,2,0,Female,69,2,38.5954,7.3729,0.7317,6.13,5.5068,1.059
1,0,0,32,19,4,1,5,1,Male,51,2,33.5312,7.5867,0.018,4.14,5.9016,0.6444
1,0,0,30,16,1,1,4,2,Female,63,2,25.2293,5.9294,0.0435,0,3.075,2.2602
0,0,0,50,1,3,1,1,1,Male,31,2,20.285,5.0859,0.8016,0,4.0284,0.6426
1,0,0,30,25,1,1,8,3,Male,47,2,33.0474,8.7942,0.0249,0.0421,3.486,1.2588
0,0,0,40,25,1,1,10,2,Female,42,2,26.4246,8.064,0.0687,0.253,5.2692,1.1952
1,0,0,20,15,0,1,4,0,Male,32,2,17.945,10.1377,0,0,2.6886,1.1472
1,0,0,32,15,1,1,9,2,Male,41,2,26.0236,14.0945,0,1.3,5.226,1.575
2,1,1,40,15,3,1,4,2,Male,49,2,94.75,31.0686,0.432,18.77,12.1584,5.2158
1,0,0,20,25,2,1,3,0,Male,51,2,51.01,11.2214,0,11.67,5.052,1.0134
1,0,0,40,35,2,1,11,5,Male,53,2,79.8572,23.8433,0.174,4.3,5.784,4.2204
1,0,0,20,15,2,1,9,5,Male,54,2,80.57,24.2283,0.0024,0.05,4.356,0.738
