Number of Television,Number of Car,Number of Stove with Oven/Gas Range,House Floor Area,House Age,Number of bedrooms,Electricity,Total Number of Family members,Total number of family members employed,Household Head Sex,Household Head Age,Agricultural Household indicator,Total Household Income,Total Food Expenditure,Medical Care Expenditure,Education Expenditure,Housing and water Expenditure,Miscellaneous Goods and Services Expenditure
3,1,0,80,28,2,1,5,2,Female,57,2,54.765,14.2544,7.796,0.084,8.514,1.59
1,0,0,27,6,0,1,4,1,Male,42,2,24.8241,20.2861,0.252,0.0887,5.193,1.7802
1,0,0,40,4,2,1,4,2,Male,57,2,32.7108,19.618,0.246,0,9.453,2.4942
1,0,0,67,29,1,1,4,1,Male,51,2,35.6672,11.6882,0.8136,1.62,7.1628,1.7526
1,0,0,140,29,2,1,4,2,Male,57,2,37.1692,11.745,0.8938,0,8.862,2.1432
1,0,0,56,23,1,1,5,1,Male,52,2,35.6154,13.2003,0.0759,0.398,8.634,1.8636
1,0,0,30,9,1,1,2,1,Male,53,2,21.6597,7.1977,0.0152,0,4.92,0.4272
1,0,0,20,1,1,1,4,1,Female,35,2,22.844,8.8355,0.2871,0.316,6.1476,0.8778
2,3,0,70,30,3,1,6,4,Male,58,2,124.9394,19.0141,0.391,0,13.125,6.9702
1,0,0,30,24,1,1,4,1,Male,55,2,38.29,10.2066,2.7268,1.8135,6.1962,5.328
2,2,0,105,20,5,1,5,1,Male,53,2,105.6486,12.6915,41.3415,0.36,34.0536,0.9804
4,0,0,150,25,6,1,6,1,Male,59,2,48.847,14.8034,0.1619,4.228,21.615,1.8594
1,0,0,45,25,3,1,5,1,Female,65,2,109.3008,15.0857,1.9346,0,16.692,2.2026
2,0,0,200,10,3,1,6,0,Female,42,2,56.1475,10.117,1.9667,0.156,25.0812,1.6242
1,0,0,30,39,2,1,6,2,Male,58,2,24.9098,11.7253,0.5449,0.1135,7.8618,0.8574
2,0,0,26,39,2,1,2,1,Male,51,2,37.0694,7.9084,12.9195,0,6.3078,2.8206
2,0,0,54,40,2,1,7,2,Male,33,2,38.3422,12.3083,0.5786,0.632,10.6044,1.9356
1,0,0,30,35,1,1,4,2,Male,63,2,42.7864,13.8409,2.7534,0,5.802,2.0292
1,0,0,64,45,1,1,6,2,Male,57,2,40.9454,13.4963,0.3144,2.345,6.0468,5.9406
1,1,0,60,35,2,1,4,0,Male,36,2,98.5988,13.1232,1.005,0.195,7.6704,2.781
1,0,1,60,40,3,1,2,0,Female,72,2,16.6965,5.2283,0.1666,0,7.707,0.8058
1,0,0,120,30,2,1,4,1,Male,37,2,22.616,11.6946,0.3348,0.195,7.884,1.5372
0,0,0,50,25,3,1,5,2,Male,47,2,29.6983,12.3537,1.0385,0.06,2.2338,0.7806
1,0,0,120,35,3,1,6,2,Male,59,2,70.0312,15.5061,0.31,1.717,7.0818,4.959
0,0,0,72,35,2,1,5,1,Male,52,2,19.1598,9.7606,0.0104,0.02,3.873,0.498
1,0,0,32,35,2,1,7,3,Female,62,2,39.2487,15.5871,0.3651,0.046,5.076,1.1736
1,0,0,40,10,1,1,3,2,Male,30,2,54.0696,10.2811,1.014,0,13.788,2.3874
1,0,0,30,55,1,1,2,1,Female,56,2,71.125,10.454,16.5688,0,9.4806,7.9932
1,1,0,40,10,3,1,2,1,Male,28,2,34.7125,8.5136,0.4106,0,12.963,2.6514
1,0,0,65,20,2,1,5,2,Male,55,2,34.0319,13.322,0.256,2.188,7.7166,2.055
3,2,2,330,3,4,1,6,2,Male,62,2,125.602,11.8732,2.125,2.74,37.296,2.5098
1,1,0,280,35,2,1,4,3,Male,68,2,74.682,13.2484,0.3018,0,15.543,4.0182
2,0,0,60,20,2,1,3,2,Female,26,2,52.134,9.2336,4.79,1.6,10.9914,1.0272
1,0,0,20,25,1,1,5,1,Male,38,2,37.2352,11.8539,2.1144,0.295,7.9362,2.5926
1,0,0,32,25,1,1,6,1,Male,38,2,14.3364,8.5201,0.3627,0.065,2.6616,1.0182
1,0,1,20,35,1,1,5,1,Male,35,2,42.6581,15.2427,0.3307,4.9855,4.0218,2.8296
1,0,0,40,35,1,1,2,2,Male,23,2,26.5866,10.2398,0.2024,0,2.631,1.4742
1,0,0,100,32,2,1,4,1,Male,68,2,14.6995,8.7477,0.1339,0,6.2328,0.7572
1,0,0,64,15,3,1,2,0,Male,58,2,12.7657,4.1909,0.3236,0,5.844,0.8466
1,0,1,28,5,2,1,6,1,Male,54,2,25.1594,14.7562,0.6489,0,5.574,1.6734
1,0,0,25,25,1,1,7,2,Female,44,2,28.461,17.7755,0.3008,0.185,3.1602,0.6786
2,0,1,75,30,2,1,3,0,Female,81,2,30.6382,9.1089,1.6404,0,8.349,5.691
1,0,0,30,14,1,1,4,1,Male,49,2,18.205,12.3061,0.0942,0.123,5.8122,0.4764
1,0,0,45,33,1,1,8,2,Female,43,2,31.9846,16.1467,0.1736,0.12,9.06,2.6796
1,0,0,130,30,3,1,3,0,Male,46,2,56.3298,19.2377,0.2864,0,16.4238,2.1564
1,0,0,60,35,3,1,2,0,Male,71,2,20.6732,4.4902,0.6454,0,9.762,0.477
1,0,0,20,35,0,1,1,0,Male,62,2,18.1292,2.1081,7.5705,0,3.42,0.1758
1,0,0,60,17,2,1,5,2,Male,69,2,47.6742,12.638,10.5641,0,7.65,3.8778
1,0,1,32,45,1,1,3,2,Male,59,2,26.538,8.5254,0.189,0,4.311,1.56
0,0,0,30,35,1,0,1,1,Male,56,2,7.0088,3.2476,0.0114,0,1.8726,0.1578
1,0,0,36,37,1,1,2,1,Male,26,2,25.232,8.6509,0.0143,0.034,4.8048,2.0118
1,0,1,72,36,2,1,8,3,Male,48,2,30.9329,12.5246,0.1045,1.65,5.8788,1.4844
1,0,0,32,35,0,1,11,2,Female,69,2,39.8658,22.5,0.123,3.125,6.03,3.3678
1,0,1,36,35,1,1,8,1,Male,63,2,23.996,9.6077,0.0658,0.286,7.461,1.8252
1,0,1,36,25,1,1,5,3,Male,24,2,26.57,7.6467,0.0608,0,3.3492,1.0518
2,0,1,100,10,3,1,7,3,Male,43,2,77.82,13.603,0,9.05,13.689,4.7772
1,0,1,18,16,1,1,4,1,Female,41,2,21.0826,11.5482,0.0725,0.114,5.1504,1.431
1,0,0,90,60,2,1,6,2,Female,56,2,50.12,23.6562,0.1343,2.184,10.254,2.8524
1,0,1,40,25,1,1,6,1,Male,69,2,23.7124,10.5907,0.2699,0.1,9.42,0.8796
1,0,0,20,25,1,1,4,1,Male,38,2,29.5895,11.9058,0.639,0.15,7.62,1.2966
1,0,0,40,25,1,1,4,2,Male,44,2,28.6259,6.595,0.076,2.0065,7.614,1.1814
1,0,0,20,25,1,1,4,1,Male,31,2,27.1156,12.4159,0.1435,0.08,6.141,1.2972
1,1,1,100,47,1,1,3,2,Male,48,2,64.8542,16.5493,0.2915,4.772,8.4888,2.1516
1,0,0,80,45,1,1,5,4,Female,62,2,72.8192,21.9446,0.353,0,12.945,3.9414
1,0,1,20,14,1,1,2,1,Male,33,2,21.6036,12.9482,0.122,0,5.688,1.9902
1,0,0,60,35,1,1,1,1,Male,39,2,19.8411,9.062,0.067,0,4.314,1.7898
1,0,0,64,55,2,1,4,2,Male,67,2,100.3868,23.97,0.3051,14.458,15.069,1.266
1,0,1,80,45,2,1,5,3,Female,49,2,55.935,23.0181,0.1435,0.386,9.276,2.4174
1,0,1,60,45,1,1,4,2,Male,54,2,25.8337,15.2872,0.186,2.644,7.413,1.9968
1,0,1,40,55,0,1,1,1,Male,57,2,17.2324,5.0769,0.0395,0,5.229,0.3882
1,0,0,18,16,1,1,3,1,Female,83,2,23.5895,13.3869,0.1435,0,5.943,1.5426
1,0,1,5,8,2,1,6,2,Male,57,2,42.8066,14.8947,0.6143,0,4.9236,3.0276
1,0,1,10,12,0,1,7,0,Male,49,2,13.178,6.7474,0.03,0,4.524,0.5886
1,0,1,15,10,1,1,7,1,Male,24,2,26.7508,8.4663,0.0366,0.1556,4.4268,0.657
1,0,1,20,11,1,1,8,5,Male,43,2,57.7786,10.4521,0.0913,0.5075,3.7446,1.3416
1,0,0,10,10,0,1,5,1,Male,39,2,16.1262,7.6727,0.0506,0.075,1.8798,0.7146
1,0,0,20,20,1,1,4,1,Male,48,2,37.257,9.0462,0.0028,0.068,6.6342,0.9942
1,0,2,30,22,1,1,4,1,Male,45,2,27.3108,7.598,0.3568,0,6.408,1.206
1,0,0,30,26,1,1,2,0,Female,44,2,33.852,7.4117,0.301,0,3.5118,0.6276
2,0,0,80,17,2,1,3,1,Female,49,2,42.3124,8.5563,0.3501,0,6.174,1.5864
1,0,0,25,29,1,1,5,2,Male,50,2,21.7802,10.0482,0.0468,0.1185,2.8278,0.8544
0,0,0,10,29,0,1,4,1,Male,21,2,9.818,6.4037,0.3746,0,1.2678,0.4524
2,0,0,40,15,3,1,11,3,Male,44,2,49.88,21.4231,0.204,3.179,4.62,2.739
1,0,0,40,9,3,1,5,1,Male,67,2,16.39,9.9245,0.3548,0,2.4,1.3146
2,0,0,30,3,2,1,5,1,Male,37,2,21.9826,9.7025,0.7659,0.084,3.3492,1.2762
1,0,0,50,15,2,1,4,1,Female,45,2,24.5848,9.1405,0.0402,1.2528,3.1134,1.5882
2,0,0,50,23,1,1,7,1,Male,47,2,27.169,11.0113,0.3055,2.205,3.7842,1.4262
1,0,0,50,13,2,1,2,1,Male,52,2,39.2666,9.7931,1.4145,5,7.3476,1.5978
1,0,0,50,23,1,1,6,1,Male,55,2,27.7618,16.8906,0.7024,0.12,6.753,1.4808
1,0,0,50,9,1,1,4,1,Male,34,2,17.1872,8.0646,0.34,0,2.5164,1.8918
1,0,0,31,65,2,1,4,3,Female,57,2,45.9108,12.4301,1.416,0.02,10.2174,7.9914
1,0,1,30,45,0,1,4,1,Male,41,2,31.4785,9.8627,0.528,0.272,10.5678,1.3392
1,0,0,30,35,1,1,6,2,Male,57,2,33.3825,14.4581,0.3384,1.765,11.1648,2.8896
1,0,1,40,43,1,1,5,3,Male,57,2,57.907,17.5146,0.2256,1.33,6.774,2.6388
1,0,1,30,35,3,1,7,1,Male,43,2,36.7872,14.0693,0.04,0.11,7.7076,1.8684
1,0,0,30,16,1,1,6,2,Female,48,2,31.5494,11.4839,0.245,0.108,6.048,1.464
1,0,0,30,6,1,1,4,1,Female,37,2,37.964,10.0665,0.8716,0.134,7.737,2.142
1,0,0,20,6,1,1,5,1,Male,31,2,22.5036,11.0894,0.9672,0.43,4.146,2.1432
2,0,0,42,22,0,1,6,3,Male,39,2,35.5269,11.454,0.0078,0.124,5.844,2.5356
1,0,1,30,14,1,1,5,1,Female,45,2,45.2892,12.1648,0.058,1.39,9.132,1.2198
0,0,0,5,15,0,1,2,2,Male,56,2,11.811,5.6193,0,0,2.418,0.5592
1,1,1,20,15,0,1,4,1,Female,43,2,51.8349,9.9957,0.1123,4.34,4.668,2.5296
1,1,1,48,25,0,1,2,2,Male,58,2,44.718,10.9665,0.5314,0,8.9568,1.6878
1,0,0,60,23,1,1,7,0,Female,62,2,29.064,12.4924,0.384,1.778,6.828,0.8628
1,0,1,40,15,1,1,4,0,Female,34,2,29.7036,13.6829,0.495,3.5,5.61,1.9266
1,0,0,16,25,0,1,4,1,Male,41,2,17.9115,7.6395,0.5712,0.205,3.642,0.8796
1,0,0,30,15,2,1,2,2,Male,32,2,38.2036,10.7165,0.072,0,7.5102,4.041
1,0,0,10,12,1,1,5,1,Male,40,2,59.5294,22.5315,1.0274,1.2557,4.8738,2.1306
1,0,0,40,30,1,1,6,2,Female,56,2,19.616,8.0137,0.162,0.11,5.58,1.053
1,0,0,36,25,2,1,5,3,Male,55,2,58.8104,14.335,5.9082,2.2,7.416,6.2634
1,0,0,36,29,2,1,7,4,Female,58,2,36.2904,12.9081,0.51,0,6.483,2.2662
1,0,0,24,28,0,1,5,0,Female,50,2,26.8099,6.1534,0.005,6.4,3.9846,0.4914
1,0,0,40,20,0,1,3,3,Male,27,2,31.689,9.1075,0.356,0,3.0234,2.2422
1,0,0,22,27,2,1,9,1,Male,42,2,48.8784,20.7658,3.19,3.949,6.2382,1.4808
1,0,0,50,26,1,1,6,3,Male,59,2,81.35,34.5842,1.7004,10.86,10.212,6.0036
1,0,0,20,22,1,1,5,3,Female,66,2,21.1373,8.5969,0.6708,0,3.429,1.281
1,0,0,20,22,0,1,5,1,Male,41,2,35.7245,13.1,2.457,0.184,3.7842,1.2618
1,0,0,40,1,0,1,2,1,Male,31,2,17.2112,8.3548,0.078,0,2.4342,0.6396
1,0,0,10,1,0,1,4,1,Male,49,2,14.4396,7.8072,0.2264,0.1165,3.42,0.6564
0,0,0,10,36,1,0,1,0,Male,17,2,6.6198,2.9615,0,0,0.9306,0.5382
1,1,1,100,20,1,1,4,0,Male,74,2,79.158,9.5477,0.8032,1.375,8.04,1.8228
1,0,0,20,21,1,1,4,1,Male,44,2,21.227,8.6459,2.4144,6.729,9.333,0.9324
0,0,0,270,1,0,1,1,1,Male,64,2,44.1616,5.9338,0.108,0,28.545,0.1044
1,0,1,40,15,2,1,4,2,Male,53,2,24.4734,11.8798,0.2972,1.8625,6.5772,1.2588
1,0,1,35,45,1,1,5,2,Male,46,2,55.7128,22.6765,2.1822,0.34,9.6762,1.5018
1,0,0,42,40,2,1,5,2,Female,68,2,40.8526,8.9612,1.367,0.077,7.3374,2.3826
1,0,0,72,51,2,1,10,5,Female,50,2,70.856,20.6553,0.425,0.076,13.5168,4.1106
1,0,0,60,15,1,1,4,3,Male,58,2,44.094,11.194,0.399,0,15.2052,2.6088
2,1,1,160,21,3,1,7,2,Female,56,2,67.1805,26.0685,5.8496,4.796,22.404,2.7288
1,0,0,40,50,2,1,1,0,Female,67,2,10.7012,3.4435,0.076,0,3.738,0.4296
1,0,0,20,25,0,1,2,2,Male,43,2,18.452,7.6537,0.0158,0,3.336,1.1958
1,0,0,20,30,0,1,2,1,Female,46,2,11.505,5.8539,0.022,0.0556,2.6898,0.4158
1,0,0,20,25,0,1,6,1,Female,58,2,17.3346,7.5935,1.018,1.169,2.4978,0.3078
1,0,1,25,20,2,1,5,2,Male,26,2,40.661,12.4181,0.025,6.8745,5.109,2.9604
0,0,0,20,29,0,1,2,1,Male,59,2,11.6635,3.4349,3.5335,0,2.0394,0.2034
1,0,0,40,51,1,1,4,1,Female,79,2,39.8902,10.4273,1.512,5.277,6.8382,1.68
1,0,0,40,51,1,1,4,1,Male,46,2,25.73,10.8327,0.13,1.675,5.478,1.9794
1,0,0,50,54,2,1,2,0,Male,65,2,18.0898,5.091,2.225,0,5.376,0.4218
1,0,0,25,20,1,1,5,2,Male,36,2,23.3856,10.0687,0.1552,0.089,3.39,0.7344
1,0,0,20,35,0,1,2,1,Male,61,2,14.31,4.6017,0.082,0,2.754,0.447
1,0,0,20,35,0,1,4,2,Male,38,2,23.1432,9.983,0.005,0.175,3.732,0.7818
1,0,0,20,35,0,1,4,1,Male,31,2,19.1491,12.408,1.43,0.043,3.0156,0.822
0,0,0,20,20,0,1,1,1,Male,49,2,5.9952,2.9044,0.47,0,1.41,0.3972
1,0,0,60,25,3,1,3,0,Male,38,2,29.032,9.4077,0.1897,2.796,7.227,0.9594
1,0,0,60,25,3,1,2,1,Female,46,2,45.9,12.5554,0.15,7.5,6.582,2.1576
1,1,1,120,36,3,1,2,0,Male,62,2,100.1842,9.723,2.34,0,29.178,1.3194
1,0,0,80,35,3,1,6,3,Female,62,2,60.9,13.5249,1.3452,1.245,11.823,4.6236
2,0,1,120,37,3,1,5,3,Female,59,2,61.78,16.8302,0.3,0.5,9.246,6.2754
1,1,0,40,30,3,1,6,2,Male,39,2,42.3548,15.3494,0.1338,0.692,6.732,3.2574
1,0,0,50,35,2,1,7,2,Male,41,2,43.1736,11.9336,0.116,2.275,5.046,2.3304
1,0,0,60,35,2,1,3,1,Male,66,2,34.8815,7.9384,0.1734,0.045,4.38,0.7728
1,0,0,15,12,0,1,2,1,Female,40,1,9.002,3.9662,0,0,2.952,0.6072
1,0,1,15,12,0,1,7,1,Male,48,2,35.6223,11.705,0.5,0.3475,4.32,1.248
1,0,0,50,12,0,1,5,1,Male,43,2,26.7588,8.2631,0.2856,0.0796,4.65,2.8872
1,0,1,25,28,2,1,10,4,Male,58,2,53.6702,18.3675,0.2226,0.147,6.174,1.9728
3,1,0,200,38,4,1,7,3,Male,60,2,153.5578,30.0313,1.548,0,29.4822,9.429
3,2,0,100,40,3,1,4,2,Male,39,2,118.3,20.4714,1.6151,7.42,20.385,6.6258
1,0,0,110,30,1,1,4,2,Male,79,2,71.4402,20.2731,3.254,0,23.166,6.3186
4,0,1,100,30,3,1,4,1,Male,75,2,151.68,14.2726,5.425,0,22.5222,3.9282
5,2,0,160,35,3,1,4,2,Male,69,2,93.6232,16.6291,3.92,0,31.71,3.1188
2,1,0,160,38,2,1,4,1,Male,56,2,84,25.4851,2.2,14.5,27.4536,5.4036
1,0,0,35,12,2,1,11,0,Male,37,2,42.3367,12.9127,0,0.61,10.32,0.7788
1,0,0,76,18,2,1,6,3,Female,50,2,63.4718,12.3284,2.1077,2.52,15.1356,2.4672
1,0,0,40,35,0,1,6,4,Male,44,2,84.4874,16.1085,0.216,0.14,6.438,2.4024
1,0,0,58,20,1,1,8,2,Male,30,2,26.64,10.8777,0.1637,0.085,5.5962,0.6462
1,0,0,35,35,1,1,7,0,Female,51,2,26.2914,8.4139,0.574,1.05,4.6182,0.8874
1,0,0,28,35,1,1,3,0,Male,21,2,18.9288,7.8857,0.1703,0,5.0442,0.8736
0,0,0,20,35,0,1,7,2,Male,42,2,16.2895,5.4073,0.005,0.02,2.8554,0.615
1,0,0,20,35,2,1,5,1,Male,35,2,15.2498,6.8311,0.029,0.028,3.45,1.1328
1,0,0,51,45,2,1,6,1,Male,52,2,26.54,11.0825,2.0556,0.46,6.9918,1.1562
1,0,0,21,45,0,1,4,1,Female,73,2,33.2652,9.159,4.7,1.3944,4.14,1.0092
1,0,0,10,35,0,1,1,1,Male,43,2,26.506,5.1846,0,0.3,4.194,0.936
1,0,0,51,35,2,1,4,3,Female,47,2,27.1032,9.5882,0.9372,0.6171,9.8658,1.551
1,0,0,35,1,1,1,3,0,Male,67,2,24.1554,4.6594,1.1209,1.695,10.7184,0.4776
1,0,0,75,22,1,1,2,1,Female,49,2,24.7316,6.1414,0.0125,0,10.515,0.5844
1,0,0,54,15,1,1,6,1,Male,49,2,30.1814,10.6602,0.1664,0.33,8.4678,1.728
5,1,0,104,14,6,1,11,2,Male,72,2,109.9813,32.5549,0.7814,2.78,29.982,6.1578
1,0,0,20,44,1,1,2,1,Male,76,2,12.59,6.2581,0.48,0,2.1378,0.3924
1,0,0,60,35,2,1,5,4,Male,54,2,59.1098,12.955,0,0,12.6078,3.8448
0,0,0,15,25,0,1,3,2,Male,54,2,11.8865,5.132,0,0.095,4.026,0.5358
0,0,0,15,25,0,0,2,1,Male,50,2,4.9968,3.5206,0,0,1.0062,0.3552
1,0,0,15,25,0,1,3,1,Male,38,2,16.9408,7.1902,1.074,0.03,1.5,0.4218
1,0,0,54,8,2,1,5,2,Female,51,2,51.3186,14.0056,0.1332,1.4685,7.668,2.415
2,0,1,50,14,2,1,2,2,Male,28,2,42.0092,6.947,4,0,7.3998,1.7814
2,0,0,60,21,4,1,6,3,Male,55,2,52.3936,13.9703,0,0.3,8.1318,2.652
2,1,0,54,30,2,1,7,2,Male,35,2,79.11,23.1504,8.744,0.44,10.1922,2.097
1,1,0,35,11,1,1,6,2,Male,38,2,24.3302,17.8377,0.044,1.2285,5.7702,0.7578
1,0,0,50,16,3,1,5,4,Female,51,2,45.9928,9.2333,0,0,4.506,0.6978
1,0,0,30,13,0,1,4,1,Male,25,2,13.65,6.6256,0.1885,0.03,2.3076,0.6066
1,0,0,50,24,3,1,20,4,Male,64,2,52.4024,22.5588,0.977,0.628,8.706,2.1408
1,0,0,108,15,2,1,6,1,Male,63,2,68.8206,15.2109,18.5238,0.46,12.45,2.2512
1,0,0,50,18,2,1,3,2,Male,41,2,45.95,11.1441,2.9389,1.09,5.964,1.7196
1,0,0,36,64,1,1,4,0,Female,64,2,36.6614,15.4129,0.1104,0.361,11.115,2.2494
1,1,0,32,2,1,1,6,1,Male,28,2,91.7036,12.7392,0.077,0,5.748,2.2188
1,0,0,104,25,3,1,7,4,Female,48,2,69.605,15.632,0.9662,0.22,11.1366,3.6162
1,0,0,42,30,1,1,8,0,Female,18,2,32.4996,13.8562,0.491,0.217,7.392,1.7664
1,0,0,28,35,0,1,3,0,Male,56,2,8.4386,3.2292,0.7585,0,3.3312,0.3042
1,0,0,54,34,1,1,2,1,Male,28,2,26.643,8.3598,0.55,0,4.02,0.7452
1,0,0,28,35,0,1,4,1,Male,39,2,11.98,6.3759,0.5,0.0565,4.0008,0.6138
1,0,0,56,35,1,1,4,3,Female,62,2,23.8526,7.7467,0.1125,0.12,5.8686,1.0614
1,0,0,108,41,1,1,3,2,Female,61,2,79.0547,10.7993,2.0328,0,17.226,4.071
1,0,0,19,43,0,1,1,0,Female,69,2,9.6013,3.4026,1.1964,0,3.9054,0.2766
1,0,0,48,35,2,1,4,1,Male,48,2,31.6852,12.8347,1.0656,3.5,11.1054,1.0764
1,0,0,50,16,1,1,4,2,Male,46,2,42.56,10.9298,0.384,0.461,12.9636,2.0214
1,0,0,35,15,2,1,3,2,Male,49,2,33.1,9.1007,0.6651,4.233,8.142,2.0346
2,0,0,140,13,3,1,4,1,Male,62,2,103.73,16.3913,10.687,0,20.3652,4.2648
0,0,0,30,25,1,1,7,3,Male,43,2,46.1924,12.9098,0,0,3.732,1.554
2,0,0,30,17,1,1,5,1,Male,43,2,41.0874,12.7723,0.184,2.635,10.5846,2.2116
1,0,1,30,17,1,1,1,1,Female,28,2,44.25,6.8726,0,0,8.7018,6.9972
0,0,0,30,35,0,1,3,2,Female,32,2,16.7517,7.256,0.1098,0.032,2.5776,0.399
1,0,0,40,15,1,1,2,1,Female,42,2,20.2492,6.9667,0,0.078,4.7454,1.6806
0,0,0,80,15,3,1,3,1,Female,40,2,10.961,7.1471,0,0.0874,3.996,0.5934
1,0,0,240,18,1,1,2,0,Female,60,2,13.0484,3.5373,0.7008,0,6.0996,1.5366
0,0,0,80,18,0,1,4,2,Male,51,2,24.554,9.203,0,0.049,2.7624,0.4416
1,0,0,40,17,2,1,3,1,Male,38,2,18.928,6.545,0.1714,0,3.1548,0.258
1,0,0,60,25,2,1,7,3,Male,44,2,54.232,21.3502,0.3384,5.522,6.816,3.3528
0,0,0,20,35,0,1,1,1,Male,29,2,22.8791,6.3426,0,0,2.949,1.9446
0,0,0,40,15,0,1,4,3,Male,42,2,14.1174,7.8831,4.8034,0.119,2.3184,0.6744
1,0,0,30,25,1,1,4,2,Male,43,2,27.825,8.7412,0,0.16,5.859,1.914
0,0,0,200,28,1,1,3,2,Male,48,2,18.06,7.245,0,0.07,3.2298,0.345
1,0,1,32,20,0,1,2,2,Male,39,2,21.2392,6.3038,0,0,3.36,1.1304
1,0,0,600,15,1,1,10,1,Male,42,2,26.6962,17.4046,0,1.0729,7.398,2.0226
1,0,0,30,35,1,1,5,1,Male,42,2,18.1917,12.5157,0,0.247,4.404,1.4664
1,0,1,400,26,3,1,4,2,Female,61,2,72.7053,12.8823,1.1972,0.5,10.3104,2.598
0,0,0,40,30,1,1,7,2,Male,42,2,18.466,14.1689,0,0.17,3.5598,0.9108
1,0,1,60,23,4,1,6,3,Male,35,2,86.346,18.637,0,0.28,18.9144,4.812
1,0,1,58,23,2,1,1,0,Female,66,2,148.02,6.5596,3.74,0,21.846,4.9254
1,1,1,160,25,2,1,4,2,Male,54,2,93.413,19.1388,0.6552,4.3,17.898,3.8346
2,2,1,100,15,4,1,7,0,Male,60,2,266.74,32.6859,0.8424,6.06,20.166,9.7398
1,0,0,20,6,1,1,4,2,Male,47,2,27.7533,12.5472,0.1032,0.003,3.993,1.2216
2,0,0,36,7,1,1,4,1,Female,42,2,59.2701,15.8335,1.2964,2.53,8.538,2.7942
1,0,0,24,20,1,1,4,1,Female,34,2,20.9605,11.7544,0.7714,0.006,5.7888,0.9054
1,0,0,56,8,1,1,4,2,Male,63,2,52.4608,15.4248,1.0737,0,8.88,2.7996
1,0,0,24,14,1,1,4,1,Male,42,2,20.2065,12.1972,3.168,0.214,3.72,0.765
1,0,0,20,47,1,1,5,2,Male,34,2,19.2488,11.5036,0.508,0.121,3.0018,2.1306
1,0,0,28,15,1,1,1,1,Male,49,2,17.1756,6.4472,0.0936,0.035,4.086,0.6396
0,0,0,22,17,1,1,3,1,Female,51,2,27.6265,7.6401,0.137,0.348,2.976,0.4302
1,0,0,26,6,1,1,3,1,Female,60,2,25.6091,8.1414,0.2064,0,5.772,1.6182
2,0,0,30,16,2,1,5,2,Male,45,2,55.9469,24.8305,1.4422,6.85,14.724,3.585
1,0,0,20,11,1,1,4,1,Male,30,2,18.0653,8.2386,0.8794,0.028,4.23,1.5222
1,0,0,29,15,1,1,4,2,Female,33,2,37.8078,14.9921,1.2117,2.745,6.426,2.562
1,0,0,28,32,1,1,5,2,Male,40,2,35.6822,17.2599,0.4426,0.135,7.812,3.105
0,0,0,28,17,1,1,1,1,Female,44,2,10.3258,5.1837,0.045,0,3.606,0.5166
1,0,1,28,13,1,1,6,0,Female,42,2,47.3445,14.4717,0.9607,1.68,8.874,1.113
1,1,0,72,13,3,1,2,2,Male,27,2,102.5323,26.5947,0.9513,0,18.492,8.79
1,1,0,36,11,1,1,1,1,Male,59,2,26.62,6.7147,0.2682,0,10.1472,0.387
1,1,0,78,20,4,1,4,2,Male,65,2,72,14.8031,4.0148,0,16.4286,2.5494
0,0,0,300,45,0,1,4,1,Male,36,2,16.0047,6.2285,1.0059,0.1475,5.2314,0.7566
1,0,1,54,11,2,1,6,2,Male,40,2,37.1816,12.1,8.8026,0.085,9.9522,2.5482
1,0,1,20,15,0,1,4,1,Female,50,2,11.5704,8.7643,0.054,0.072,3.1488,0.6876
2,2,1,220,40,3,1,4,1,Male,43,2,158.34,19.723,0.7656,8.1,78.72,3.8538
2,1,0,300,55,3,1,6,3,Female,91,2,176.6,24.9517,2.4042,0.1,79.026,6.2964
1,0,0,300,55,3,1,4,1,Male,58,2,87.63,12.365,0.2091,0.05,76.65,1.8648
2,2,2,240,35,3,1,2,2,Male,48,2,169.5,16.122,0.2208,0,80.205,4.1814
2,2,1,300,16,3,1,3,0,Male,82,2,95.57,11.2686,0.9792,0,67.272,1.7292
1,0,0,20,5,0,1,4,1,Male,25,2,20.8402,8.5917,0.3078,0.085,3.2316,2.196
1,0,0,80,35,4,1,4,1,Male,27,2,19.7071,8.6494,0.3735,0,4.5762,1.3416
0,0,0,60,35,4,1,1,1,Male,47,2,13.7725,3.4021,0.0954,0,2.4264,0.762
1,0,0,80,35,4,1,4,1,Male,39,2,26.449,9.4956,0.4108,0.143,4.104,1.7892
1,0,0,24,30,1,1,4,2,Male,65,2,29.8675,9.9922,0.1896,6.94,4.9014,1.7352
1,0,0,20,10,2,1,4,3,Male,50,2,42.8258,14.4245,7.0159,0,6.3852,3.2604
1,0,0,10,10,0,1,5,1,Male,39,2,23.8813,9.1953,0.44,0.298,3.921,2.4258
1,0,0,150,20,2,1,5,2,Female,64,2,45.14,10.3135,7.5066,0,11.604,3.3348
1,0,0,56,29,3,1,4,0,Female,82,2,24.5746,7.2455,1.7852,0.196,9.4248,0.6798
1,0,0,10,20,0,1,3,1,Male,43,2,16.6898,9.0834,0.926,0,2.358,1.248
1,0,0,40,25,3,1,6,1,Male,41,2,37.071,12.1682,0.759,3.7025,9.6792,1.431
2,0,0,50,47,2,1,9,5,Male,68,2,81.7013,16.4313,7.1882,0.21,6.627,2.277
1,0,0,15,4,1,1,4,3,Male,60,2,35.3842,14.3767,0.5105,0,4.2318,1.0422
